uid,title,synopsis,genres,aired,episodes,members,popularity,ranked,score,img_url,year,genre
34542,Inuyashiki,"Ichirou Inuyashiki is a 58-year-old family man who is going through a difficult time in his life. Though his frequent back problems are painful, nothing hurts quite as much as the indifference and distaste that his wife and children have for him. Despite this, Ichirou still manages to find solace in Hanako, an abandoned Shiba Inu that he adopts into his home. However, his life takes a turn for the worse when a follow-up physical examination reveals that Ichirou has stomach cancer and only three months to live; though he tries to be strong, his family's disinterest causes an emotional breakdown. Running off into a nearby field, Ichirou embraces his dog and weeps—until he notices a strange figure standing before him. 
 
Suddenly, a bright light appears and Ichirou is enveloped by smoke and dust. When he comes to, he discovers something is amiss—he has been reborn as a mechanized weapon wearing the skin of his former self. Though initially shocked, the compassionate Ichirou immediately uses his newfound powers to save a life, an act of kindness that fills him with happiness and newfound hope. 
 
However, the origins of these strange powers remain unclear. Who was the mysterious figure at the site of the explosion, and are they as kind as Ichirou when it comes to using this dangerous gift? 
 
[Written by MAL Rewrite]","['Action', 'Drama', 'Psychological', 'Sci-Fi', 'Seinen']","Oct 13, 2017 to Dec 22, 2017",11.0,294772,330,935.0,7.79,https://cdn.myanimelist.net/images/anime/7/88471.jpg,2017,Action
8426,Hourou Musuko,"Effeminate fifth grader Shuuichi Nitori is considered by most to be one of the prettiest girls in school, but much to her dismay, she is actually biologically male. Fortunately, Shuuichi has a childhood friend who has similar feelings of discomfort related to gender identity: the lanky tomboy Yoshino Takatsuki, who, though biologically female, does not identify as a girl. These two friends share a similar secret and find solace in one another; however, their lives become even more complicated when they must tread the unfamiliar waters of a new school, attempt to make new friends, and struggle to maintain old ones. Faced with nearly insurmountable odds, they must learn to deal with the harsh realities of growing up, transexuality, relationships, and acceptance. 
 
Lauded as a decidedly serious take on gender identity and LGBT struggles, Takako Shimura's  Hourou Musuko  is about Shuuichi and Yoshino's attempts to discover their true selves as they enter puberty, make friends, fall in love, and face some very real and difficult choices. 
 
[Written by MAL Rewrite]","['Drama', 'Romance', 'School', 'Seinen', 'Slice of Life']","Jan 14, 2011 to Apr 1, 2011",11.0,87742,1228,934.0,7.79,https://cdn.myanimelist.net/images/anime/13/53945.jpg,2011,Drama
13117,Hakuouki Movie 1: Kyoto Ranbu,"Chizuru Yukimura has come to Kyoto looking for her father, a doctor who has gone missing. While there, she witnesses a fight between an Oni and the Shinsengumi. Taking her into custody, the Shinsengumi debates on what to do with Chizuru, when they discover that she is the daughter of the doctor for whom they are also looking. The Shinsengumi then take Chizuru along on their search after the missing doctor, from adventure to adventure. 
 
(Source: ANN)","['Action', 'Historical', 'Supernatural', 'Drama', 'Samurai', 'Josei']","Aug 24, 2013",1.0,20334,3168,933.0,7.79,https://cdn.myanimelist.net/images/anime/9/49399.jpg,2013,Action
36028,Golden Kamuy,"In Hokkaido, the far northern lands of Japan, Sugimoto survived the Russo-Japanese war of the Meiji era. Nicknamed ""Sugimoto the Immortal"" during the war, he now seeks the riches promised by the gold rush in hopes of saving the widowed wife of his now deceased comrade from the war. During his hunt of gold, he finds hints of a hidden stash of gold by corrupt criminals. Partnering with an Ainu girl that saves his life from the harsh climates of the north, they venture into a survival adventure to race against the criminals that seek the hidden stash. 
 
(Source: MangaUpdates)","['Action', 'Adventure', 'Historical', 'Seinen']","Apr 9, 2018 to Jun 25, 2018",12.0,131442,863,932.0,7.79,https://cdn.myanimelist.net/images/anime/1145/90880.jpg,2018,Action
21405,Bokura wa Minna Kawai-sou,"Kazunari Usa is a high school freshman who will start living alone due to his parents now working in a different area. Excited for his new independent life, he hopes to go about his teenage days without the worry of dealing with any strange people, but as he soon discovers, his new boarding house Kawai Complex is far from ordinary. 
 
The various tenants at Kawai Complex are all quite eccentric characters. Shirosaki, Kazunari's roommate, is a pervert and masochist; Mayumi Nishikino, a borderline alcoholic office lady, hates couples because of her unfortunate luck with men; and Sayaka Watanabe, a seemingly innocent college student, enjoys leading men on. Shocked with the lack of decent individuals at his new residence, Kazunari is about to leave when he runs into shy senior student Ritsu Kawai and finds himself slowly falling in love with her. 
 
[Written by MAL Rewrite]","['Slice of Life', 'Comedy', 'Romance', 'School', 'Seinen']","Apr 4, 2014 to Jun 20, 2014",12.0,258644,384,930.0,7.79,https://cdn.myanimelist.net/images/anime/6/64629.jpg,2014,Slice of Life
13535,Binbougami ga!,"Ichiko Sakura lives life on easy mode. Blessed with good fortune, she has everything she has ever wanted, including beauty, intelligence, and wealth. Momiji Binboda is a goddess of poverty. In stark contrast to Ichiko, she is cursed with misfortune, such as a perpetual cast on her arm, a flat chest, and a box under a bridge for a home. 
 
Their lives collide when Momiji lives up to her title and delivers some unfortunate news to Ichiko: her large amount of luck is due to her subconsciously draining the luck from those around her! Momiji has been tasked with stealing back Ichiko's fortune before she leaves everyone without enough luck to even survive. But Ichiko, with the help of the wandering monk Bobby Statice, manages to fight off the poverty goddess. This defeat forces the goddess to enlist reinforcements in the form of Kumagai, her teddy bear familiar, and the masochistic dog god, Momoo Inugami. 
 
Insanity ensues as Ichiko's quiet life is replaced with daily battles for her fortune. To survive the chaos, Ichiko will need all the luck she can get in  Binbougami ga! ! 
 
[Written by MAL Rewrite]","['Comedy', 'Parody', 'Shounen', 'Supernatural']","Jul 5, 2012 to Sep 27, 2012",13.0,173331,627,929.0,7.79,https://cdn.myanimelist.net/images/anime/8/39333.jpg,2012,Comedy
1961,Arashi no Yoru ni,"A story about a goat and a wolf who become friends on a stormy night, and how they overcome differences and hardships. 
 
(Source: ANN) 
","['Adventure', 'Comedy', 'Drama', 'Fantasy']","Dec 10, 2005",1.0,17112,3455,928.0,7.79,https://cdn.myanimelist.net/images/anime/9/5064.jpg,2005,Adventure
9074,Arakawa Under the Bridge x Bridge,"In the dry riverbed of Arakawa River, undefeated elite Ichinomiya Kou (aka Ric) met the lovely homeless girl Nino, a self-declared Venusian. Their awkward love stirs up trouble among the other strange inhabitants of the riverbed. 
 
(Source: ANN)","['Comedy', 'Romance', 'Seinen']","Oct 4, 2010 to Dec 27, 2010",13.0,118779,944,927.0,7.79,https://cdn.myanimelist.net/images/anime/12/59199.jpg,2010,Comedy
36904,Aggressive Retsuko (ONA),"Some offices have stereotypical dynamics: the chauvinistic pig of a boss who never does any real work; the employees whose goal is to suck up to the boss; the ones whose lives seem perfect; and the individuals who have all the actual work pushed onto them. Retsuko the red panda is in the last group, as she stays late most nights to make up the work her coworkers are too lazy to do themselves. 
 
Her relief from the stress of her everyday life comes in the form of singing death metal at a local karaoke club. Night after night, Retsuko channels her grief into a microphone and considers the place to be her own personal sanctuary. But as she moves further away from her comfort zone and the ideas people have of her, she discovers that letting others into her world of death metal may not be such a bad thing. 
 
[Written by MAL Rewrite]","['Slice of Life', 'Comedy']","Apr 20, 2018",10.0,68686,1541,926.0,7.79,https://cdn.myanimelist.net/images/anime/12/89288.jpg,2018,Slice of Life
22265,Free!: Eternal Summer,"Even though it has been a year since the Iwatobi High School Swim Club has been created, new members have yet to join the club. Now that Haruka Nanase and Makoto Tachibana are senior students, along with their younger friends Nagisa Hazuki and Rei Ryuugazaki, they have to find a way to attract new members. If not, the club will be forced to close the following year due to a lack of membership. 
 
Meanwhile, with impending graduation, it is also time for the seniors to decide their plans for the future. Unlike their friend Rin Matsuoka, the new captain of Samezuka Academy Swim Club who is determined to fulfill his dream of being a professional swimmer, Haruka and Makoto are unsure about what career path they want to take. 
 
Further problems arise when an old friend of Rin's, Sousuke Yamazaki, comes to the city to study at Samezuka Academy; the recently scouted swimmer's arrival causes tension in the relationship among him, Rin, and Haruka. 
 
[Written by MAL Rewrite]","['Slice of Life', 'Comedy', 'Sports', 'Drama', 'School']","Jul 3, 2014 to Sep 25, 2014",13.0,241259,418,910.0,7.8,https://cdn.myanimelist.net/images/anime/10/64097.jpg,2014,Slice of Life
2397,Digimon Adventure: Bokura no War Game!,"This movie takes place after the Adventure series ends. It begins when a new Digimon Egg is found on the internet, and manages to penetrate into almost every computer system in Japan. When the egg hatches, it's identified as a new kind of Digimon, a Virus-type. It sustains itself by eating data from various system, and starts wreaking havok in Japan. As it consumes more and more data, it continues to evolve. And Taichi and Koushiro decide it's time to stop it. 
 
They're off, sending Agumon and Tentomon through the internet to fight off this new enemy. But, with the Virus controlling systems like the American military, all too soon, this digital menace may become all too real. Calling in the help of Yamato and Takeru, they hope that they can stop what's already begun, and maybe save this world a second time. 
 
(Source: AniDB)","['Sci-Fi', 'Adventure', 'Comedy', 'Kids']","Mar 4, 2000",1.0,54400,1788,909.0,7.8,https://cdn.myanimelist.net/images/anime/12/72451.jpg,2000,Sci-Fi
31733,Bishoujo Senshi Sailor Moon Crystal Season III,"Usagi Tsukino is still struggling to balance her home life with the duties of being Sailor Moon, the guardian of love and justice. Along with the other Sailor Guardians and her boyfriend Mamoru Chiba, they begin investigating cases of students from Mugen Academy, a school for the most elite students, who are being transformed into monsters. During the investigation, they meet three strange individuals: Haruka Tenou, a handsome racecar driver; Michiru Kaiou, a talented violinist; and Hotaru Tomoe, a mysterious girl with a weak constitution. 
 
As more incidents occur, the Sailor Guardians are met with another surprise—the appearance of two new planetary protectors with motives of their own. Despite the newcomers' questionable allegiance to Usagi and her comrades, they all face a threat from a common enemy: an evil entity who calls himself Pharaoh 90. 
 
[Written by MAL Rewrite]","['Demons', 'Magic', 'Romance', 'Shoujo']","Apr 4, 2016 to Jun 27, 2016",13.0,32711,2451,907.0,7.8,https://cdn.myanimelist.net/images/anime/3/78859.jpg,2016,Demons
7193,Aoi Bungaku Series,"Ningen Shikkaku 
A high school student seeks solace in narcotics to escape the dispiritedness that has come over his life. As he goes through the different stages of his life, it culminates in the questioning of his existence in the world. 
 
 Sakura no Mori no Mankai no Shita 
The adaptation of Ango Sakaguchi's literary work deals with the love story of a woman abducted by a mountain bandit. 
 
 Kokoro 
While trying to fill the void in his life, a university student in Tokyo encounters a charismatic older man, whom he addresses as ""Sensei,"" who offers him advice on life. However, the man is apprehensive to share his life experience, deepening the student's curiosity. Through this peculiar relationship, the student comes to ponder about the distance between him and his family and the growing desolation in his heart filled with ego and guilt.  
 
 Hashire, Melos! 
The story portrays the unbreakable bond between two friends, Melos and Selinuntius, and their faith in protecting each other, all while dangling on a thread which hovers over death and misery.  
 
 Kumo no Ito 
Kandata is a coldhearted criminal who, while being punished in Hell for his misdeeds, is noticed by the Buddha Shakyamuni. Despite maintaining a record of committing ruthless atrocities, Kandata had once shown mercy to a spider he encountered in the forest by letting it live. Moved by this, Shakyamuni offers him redemption by dropping a spider's thread into the searing pits of Hell, and it is up to Kandata to seize the opportunity. 
 
 Jigokuhen 
Yoshihide is a great painter in the land ruled by Horikawa, a tyrant. Offered a commission to paint the ""Buddhist Hell"" by the lord, Yoshihide declines, as he cannot paint anything he has not witnessed himself. In an attempt to make Yoshihide understand the magnitude of his request, the lord tortures his subjects to provide inspiration for the artist, descending his domain into utter despair and darkness. 
 
[Written by MAL Rewrite]","['Drama', 'Historical', 'Psychological', 'Seinen', 'Thriller']","Oct 11, 2009 to Dec 27, 2009",12.0,140656,791,906.0,7.8,https://cdn.myanimelist.net/images/anime/10/17471.jpg,2009,Drama
33253,Ajin 2nd Season,"After escaping certain death, Kei Nagai and his new companion Kou Nakano plot revenge on Satou, their fellow Ajin who is hellbent on world domination. As Satou embarks on a string of public executions, the human race rushes to come up with a solution to stop the immortal villain. 
 
Kei discovers unlikely allies in the form of two former adversaries: high-ranking government official Yuu Tosaki, whose extensive research on Ajin gives him a tactical advantage in the fight against Satou, and Tosaki's Ajin assistant Izumi Shimomura. As his faction continues to gather allies, Kei races against time to put a stop to Satou's crusade before it brings about an end to civilization as he knows it. 
 
[Written by MAL Rewrite] 
","['Action', 'Horror', 'Mystery', 'Seinen', 'Supernatural']","Oct 8, 2016 to Dec 24, 2016",13.0,178635,607,905.0,7.8,https://cdn.myanimelist.net/images/anime/12/81858.jpg,2016,Action
21339,Psycho-Pass Movie,"Due to the incredible success of the Sibyl System, Japan has begun exporting the technology to other countries with the hope that it will one day be used all around the world. In order to test its effectiveness in a foreign location, the war-torn state of the South East Asian Union (SEAUn) decides to implement the system, hoping to bring peace and stability to the town of Shambala Float and keep the population in check. 
 
However, a group of anti-Sibyl terrorists arrive in Japan, and the Ministry of Welfare's Public Safety Bureau discovers significant evidence that the invaders are being aided by Shinya Kougami, a former Enforcer who went rogue. Because of their past relationship, Akane Tsunemori is sent to SEAUn to bring him back, but with their last meeting years in the past, their reunion might not go quite as planned. 
 
[Written by MAL Rewrite]","['Action', 'Military', 'Police', 'Sci-Fi']","Jan 9, 2015",1.0,173023,633,902.0,7.81,https://cdn.myanimelist.net/images/anime/8/71793.jpg,2015,Action
474,Macross Plus,"The year is 2040 and the galaxy is flourishing with several colonies and advanced technology. AI is near perfection and the current top idol is the near-completed Virturoid Idol Sharon Apple. All that is missing are her actual feelings, which instead are supplied by Myung Fang Lone. Sharon's debut concert is on planet Eden, where at the same time, fighter pilots Isamu Dyson and Guld Bowman battle over air superiority for the ""Supernova Project."" Isamu, Guld and Myung were once childhood friends, but after an accident seven years ago, they went their own separate ways. With Myung back in the picture, the old disputes are once again awakened. And when an unstable and illegal AI technique is installed in Sharon, the situation is worsened.  
 
(Source: ANN)","['Drama', 'Mecha', 'Military', 'Romance', 'Sci-Fi', 'Space']","Aug 25, 1994 to Jun 25, 1995",4.0,33140,2426,986.0,7.77,https://cdn.myanimelist.net/images/anime/6/22779.jpg,1994,Drama
2994,Death Note: Rewrite,"1. Genshisuru Kami (Visions of a God) 
A two hour episode of Death Note, mainly a compilation of the confrontations between Light and L, re-edited from Ryuk's perspective with new dialogue and soundtrack along with additional animation that could not be included in the original series.  An Unnamed Shinigami comes to Ryuk to question him about his new story in the human world. 
 
2. L o Tsugu Mono (L's Successors) 
This story continues where the previous left off, continuing the story of Light. As the previous special told Light and L's battles, this story does the same with the conflicts between Light, Mello, and Near.   
 
(Source: Wikipedia)","['Mystery', 'Police', 'Psychological', 'Supernatural', 'Thriller']","Aug 31, 2007 to Aug 22, 2008",2.0,128464,877,950.0,7.78,https://cdn.myanimelist.net/images/anime/13/8518.jpg,2007,Mystery
324,Kidou Keisatsu Patlabor: On Television,"In the future, advanced robotics has created heavy robots (""labors"") for use in a variety of functions: construction, fire-fighting, military, and more. However, though the robots are only machines, their operators are also only human—and humans sometimes turn to crime. Since a heavy labor unit can be a dangerous weapon, the police of the future are set to fight fire with fire, using advanced patrol labor units, ""patlabors."" This is the story of the Second Special Vehicles Division, a motley crew of patlabor policemen and women doing their best to fight crime and live a normal life. 
 
(Source: ANN)","['Comedy', 'Mecha', 'Police', 'Sci-Fi']","Oct 11, 1989 to Sep 26, 1990",47.0,25010,2851,1099.0,7.72,https://cdn.myanimelist.net/images/anime/7/59293.jpg,1989,Comedy
255,Jungle wa Itsumo Hare nochi Guu Final,"Haré's family receives a video letter from Weda's home in the city. Witnessing how sad and lonely Weda's mother and Bel are without her, Weda decides to take Haré and Guu back to the city for a while. After Haré complains about being bored and lonely without his friends in the jungle (as part of his plot to persuade his mother to take him back), Weda decides to send him to a private school in the city, where he instanly falls in love with a pretty girl named Rita. But, of course, Guu wants part of the action too. 
 
(Source: ANN)","['Slice of Life', 'Comedy']","Dec 21, 2003 to Jun 25, 2004",7.0,8744,4583,1097.0,7.72,https://cdn.myanimelist.net/images/anime/6/14520.jpg,2003,Slice of Life
27991,K: Return of Kings,"Tensions are running high among the clans as the Green King begins making moves that threaten to drive the world into pandemonium. Following the death of the Gold King, the safety of the Dresden Slate, the source of power of the Kings, is under threat. Nagare Hisui, the sly and mysterious leader of the Green Clan Jungle, is determined to procure the powerful Slate by any means possible. 
 
Standing directly in his way is Sceptre 4, the Blue Clan, headed by their unyielding King, Reisi Munakata. However, the grim sight of his crumbling Sword of Damocles leaves the stability of his clan and all of Japan in jeopardy. Meanwhile, still recovering from their tragic losses, Anna Kushina and her aggressive clan HOMRA find themselves caught up in the Green King’s games. Amidst the chaos, Kurou Yatogami and Neko are left vulnerable while their beloved friend, Yashiro Isana, the Silver King, remains missing.   
 
 K: Return of Kings  tells the struggle of the remaining clans against the Green King’s formidable forces as one final king appears. 
 
[Written by MAL Rewrite]","['Action', 'Super Power', 'Supernatural']","Oct 3, 2015 to Dec 26, 2015",13.0,210107,516,1098.0,7.72,https://cdn.myanimelist.net/images/anime/6/76198.jpg,2015,Action
71,Full Metal Panic!,"Equipped with cutting-edge weaponry and specialized troops, a private military organization named Mithril strives to extinguish the world's terrorism and all threats to peace on earth. The organization is powered by the ""Whispered,"" individuals who possess intuitive knowledge and the remarkable ability to create powerful devices and machinery. 
 
Seventeen-year-old Sousuke Sagara, a sergeant working for Mithril, has been assigned to protect Kaname Chidori, a Whispered candidate. He is ordered to join her high school class and be as close to her as possible to prevent her from falling into enemy hands—that is, if he can safely blend in with their fellow classmates without revealing his true identity. 
 
Sousuke, who was raised on a battlefield and has very little knowledge of an average high school student's lifestyle, must adapt to a normal school life to safeguard Kaname. However, enemy forces have already begun making their move, and Sousuke is about to find out that the adversary coming for the Whispered girl may be a lot more familiar than he expects. 
 
[Written by MAL Rewrite]","['Action', 'Military', 'Sci-Fi', 'Comedy', 'Mecha']","Jan 8, 2002 to Jun 18, 2002",24.0,366930,244,1094.0,7.72,https://cdn.myanimelist.net/images/anime/2/75259.jpg,2002,Action
1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,"On her day off, Tessa wakes up in her commander chair. After regaining her composure, she notices that her favorite stuffed animal is missing and thus tries to remember what actually transpired the night before. To do so, she will spend time with all the main characters of the Danaan crew, and eventually recalls the events of the previous night. 
 
[Written by MAL Rewrite]",['Comedy'],"May 26, 2006",1.0,62012,1633,1095.0,7.72,https://cdn.myanimelist.net/images/anime/3/23458.jpg,2006,Comedy
19671,Free!: FrFr - Short Movie,Specials bundled with the DVD/BDs.,"['Comedy', 'Sports']","Sep 11, 2013 to Jan 8, 2014",7.0,50218,1891,1093.0,7.72,https://cdn.myanimelist.net/images/anime/3/55083.jpg,2013,Comedy
345,Eikoku Koi Monogatari Emma,"In 19th-century London, class lines are sharply drawn, and the social standing to which people are born dictates the path their lives will follow. Emma, an honest and hardworking young maid, never felt her place in life to be a burden. But then she met William, a member of the gentry and the eldest son of a wealthy family. His warm smile and earnest affection threaten to capture her heart... but can love truly conquer all? 
 
(Source: RightStuf)","['Slice of Life', 'Historical', 'Drama', 'Romance', 'Seinen']","Apr 3, 2005 to Jun 19, 2005",12.0,37103,2281,1092.0,7.72,https://cdn.myanimelist.net/images/anime/5/80117.jpg,2005,Slice of Life
37924,Ani ni Tsukeru Kusuri wa Nai! 2,"As always, Shi Miao is tired of her brother's ridiculous antics, and Shi Fen can only hope to escape the clutches of his violent sister. With their friends and classmates in tow, the two continue their dysfunctional relationship as reluctant but devoted siblings. 
 
[Written by MAL Rewrite]","['Comedy', 'School', 'Slice of Life']","Jul 9, 2018 to Dec 17, 2018",24.0,18452,3365,1090.0,7.72,https://cdn.myanimelist.net/images/anime/1854/93785.jpg,2018,Comedy
32717,Aikatsu Stars!,"Yume Nijino has been accepted into Four Stars academy, home of the beautiful and talented S4 idol group. She and the other newcomers are determined to discover their talent, with a choice of specializing in beauty, singing, dancing, or drama. A tough road lies ahead of them, and they must rely on each other to overcome their weaknesses and develop their unique strengths. 
 
At the first-years' opening performances, Yume performs stellarly but faints and is unable to remember being on stage at all. Struggling to find her talent, she meets Rola ""Laura"" Sakuraba and the two develop a friendly rivalry, working together to learn and improve. 
 
Though they have their differences, all the students share the same goal: to become the next S4 idol. But hard work and determination, along with teamwork, are needed if they want to join the elite S4. 
 
[Written by MAL Rewrite]","['Music', 'School', 'Shoujo', 'Slice of Life']","Apr 7, 2016 to Mar 29, 2018",100.0,11678,4066,1089.0,7.72,https://cdn.myanimelist.net/images/anime/12/78658.jpg,2016,Music
34284,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,"Three girls have been chosen by the great Shinju-sama to be heroes and fight against the destructive beings known as Vertexes—enemies that threaten the harmony and safety of the world. 
 
Unsure of when they would be called to duty, Sumi Washio, Sonoko Nogi, and Gin Minowa spent their time idly. However, with the sudden appearance of a Vertex, they realize they have no idea how to fight together as magical girls when they are nearly bested. They manage to defeat their enemy by sheer determination, but in the aftermath of the battle, the three decide to fix their teamwork issues and improve their combat capabilities. 
 
But as more enemies appear—and requiring even more power to defeat their nemeses—the girls may find themselves irreversibly changed by the use of their magic. What price will they have to pay to ensure victory, and is it one worth paying if humanity will be saved? 
 
[Written by MAL Rewrite]","['Slice of Life', 'Drama', 'Magic', 'Fantasy']","Oct 7, 2017 to Nov 11, 2017",6.0,28005,2674,1087.0,7.73,https://cdn.myanimelist.net/images/anime/7/83012.jpg,2017,Slice of Life
95,Turn A Gundam,"It is the Correct Century, two millenniums after a devastating conflict which left the world broken. Earth is now mostly uninhabitable, and thus a remnant of humanity has resided on the Moon while the Earth and its few survivors recover. For years, the ""Moonrace,"" people of the Moon, have continued to check if Earth is fit for resettlement. 
 
A boy named Rolan Cehack and two others are sent down to Earth for a reconnaissance mission. Rolan ends up spending a year on the planet working for the Heim Family, aristocrats living in a Victorian-like society. This family, like others of similar wealthy status, celebrates one's coming of age with a ceremony involving a giant stone statue known as the ""White Doll."" 
 
To Rolan's surprise, the Moonrace suddenly touches down on Earth with the intent of taking it by force. During the attack, the White Doll is broken apart, revealing a mobile suit called the ""Turn A Gundam"" inside. With Rolan in its cockpit, the Turn A causes a standoff between the forces of Earth and Moon. The young pilot, along with the people of both sides, must keep the peace and avoid another all-out, catastrophic war. 
 
[Written by MAL Rewrite]","['Action', 'Military', 'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Romance', 'Mecha']","Apr 9, 1999 to Apr 14, 2000",50.0,30404,2548,1085.0,7.73,https://cdn.myanimelist.net/images/anime/4/78330.jpg,1999,Action
21843,Shingeki no Bahamut: Genesis,"Thousands of years ago, the ancient dragon Bahamut wrought havoc upon the land of Mistarcia, a world where both gods and demons live amongst mankind. Working together to prevent the world's destruction, the rival deities barely managed to seal Bahamut, agreeing to split the key between them so that the dragon would remain eternally imprisoned. 
 
With the world safe from the destruction of Bahamut, it is business as usual for bounty hunters like Favaro Leone. Living a laid-back, self-serving lifestyle, the amoral Favaro goes about his work while on the run from fellow bounty hunter Kaisar Lidfard, a righteous man who swears vengeance upon Favaro. However, Favaro's carefree life is thrown into chaos when he meets Amira, a mysterious woman who holds half of the key to the world's fragile peace. 
 
 Shingeki no Bahamut: Genesis  tells the story of a group of unlikely heroes who find themselves caught in the middle of an epic clash between gods and demons, forced to carve their own path in the face of the imminent storm. 
 
[Written by MAL Rewrite]","['Action', 'Adventure', 'Demons', 'Supernatural', 'Magic', 'Fantasy']","Oct 6, 2014 to Dec 29, 2014",12.0,283087,348,1084.0,7.73,https://cdn.myanimelist.net/images/anime/2/67513.jpg,2014,Action
28927,Owari no Seraph: Nagoya Kessen-hen,"Yuuichirou Hyakuya is finally reunited with his childhood friend Mikaela Hyakuya, whom he had long presumed to be dead. Upon their reunion, however, he discovers that Mikaela has been turned into a vampire. Determined to help his friend, Yuuichirou vows to get stronger so that he can protect Mikaela as well as the comrades in the Moon Demon Company. 
  
Kureto Hiiragi receives information that a large group of vampires will be gathering in Nagoya, preparing for their assault on the Imperial Demon Army's main forces in Tokyo. Led by Guren Ichinose, Yuuichirou's team is one of many selected to intercept and eliminate the vampire nobles. 
  
With the Nagoya mission quickly approaching, the members of Shinoa squad continue to work towards fully mastering their weapons, while learning how to improve their teamwork. Yuuichirou must gain the power he needs to slay the nobles and save his best friend, before he succumbs to the demon of the Cursed Gear. 
 
[Written by MAL Rewrite]","['Action', 'Military', 'Supernatural', 'Drama', 'Vampire', 'Shounen']","Oct 10, 2015 to Dec 26, 2015",12.0,401328,212,1082.0,7.73,https://cdn.myanimelist.net/images/anime/9/76632.jpg,2015,Action
14511,Minami-ke Tadaima,"The everyday lives of the Minami sisters continue. Chiaki, the youngest, continues to call people idiots while worshipping her eldest sister. Kana, the middle, still can't figure out that Fujioka's feelings for her are a crush, not a grudge. Haruka, the eldest, still unknowingly avoids Hosaka's advances to invite her to the volleyball team, and after a long day of excitement, the sisters enjoy sitting at the table at their home. 
 
(Source: ANN)","['Comedy', 'School', 'Slice of Life']","Jan 6, 2013 to Mar 31, 2013",13.0,43944,2063,1080.0,7.73,https://cdn.myanimelist.net/images/anime/7/53133.jpg,2013,Comedy
2963,Minami-ke,"The Minami residence is home to three sisters: the strict and diligent eldest sister Haruka; air-headed and lively Kana; and the youngest, Chiaki, whose sharp tongue spares no one. Living without adult supervision, the sisters share the workload of cooking and laundry, as well as the occasional romantic adventure. From combating chronic laziness to hanging out with friends, there is never a boring day in the Minami household. 
 
[Written by MAL Rewrite]","['Slice of Life', 'Comedy', 'School']","Oct 8, 2007 to Dec 31, 2007",13.0,138235,802,1079.0,7.73,https://cdn.myanimelist.net/images/anime/2/75279.jpg,2007,Slice of Life
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,Second season of Hakkenden: Touhou Hakken Ibun.,"['Action', 'Demons', 'Supernatural', 'Fantasy', 'Shoujo']","Jul 7, 2013 to Sep 29, 2013",13.0,47725,1962,1075.0,7.73,https://cdn.myanimelist.net/images/anime/10/50885.jpg,2013,Action
74,Gakuen Alice,"Mikan Sakura is a normal 10-year-old girl. Optimistic, energetic, and overall a very sweet child, Mikan is the complete opposite of the aloof, intelligent, and somewhat cold-hearted, Hotaru Imai. Despite their glaring differences, the two girls have been best friends for a very long time. So when Hotaru suddenly transfers to Alice Academy, a prestigious school in the city, her best friend is devastated—especially when she hears of the horrible rumors regarding the academy's harsh treatment of students. Beset with worry, Mikan runs away to see her best friend! 
 
Upon her arrival, Mikan learns of ""Alices,"" individuals gifted with various supernatural abilities, and that the school is an institution built by the government to train and protect them. Discovering that she has her own unique powers, Mikan enrolls in the academy, and, after a lot of trouble, finally reunites with Hotaru. 
 
 Gakuen Alice  is a heartwarming comedy that follows Mikan and her friends' adventures in the academy, as well as their attempt to uncover the mysteries surrounding the problematic, fire-wielding student Natsume Hyuuga. 
 
[Written by MAL Rewrite]","['Comedy', 'School', 'Shoujo', 'Super Power']","Oct 30, 2004 to May 14, 2005",26.0,71136,1477,1074.0,7.73,https://cdn.myanimelist.net/images/anime/4/18118.jpg,2004,Comedy
34855,Gabriel DropOut Specials,Specials included with the Blu-ray/DVD release of  Gabriel DropOut .,"['Comedy', 'Demons', 'Supernatural', 'School', 'Shounen']","Mar 24, 2017 to May 24, 2017",2.0,42040,2126,1072.0,7.73,https://cdn.myanimelist.net/images/anime/8/89690.jpg,2017,Comedy
60,Chrno Crusade,"The 1920s was a decade of great change and upheaval, with monstrous demons appearing across America. To combat this menace, the holy organization known as the Order of Magdalene was established. The organization's New York branch is home to the young and reckless Sister Rosette Christopher, as well as her partner Chrno. Tasked with the extermination of demonic threats, the renowned team is excellent at their job, despite causing extensive collateral damage on their missions. 
 
However, both Rosette and Chrno are driven by their dark pasts. Through exterminating demons, Rosette hopes to find her lost brother Joshua who was taken by the sinner and demon, Aion, with whom Chrno also shares a bloody history. The two of them must fight off the increasingly dangerous demonic menace and discover its source, while continuing to search for the truth behind Joshua's disappearance. 
 
[Written by MAL Rewrite]","['Action', 'Demons', 'Historical', 'Romance', 'Shounen', 'Supernatural']","Nov 25, 2003 to Jun 10, 2004",24.0,182796,593,1069.0,7.73,https://cdn.myanimelist.net/images/anime/13/14141.jpg,2003,Action
